site_id,sampling_date,time,flow_cond,temp,sp_cond,do_sat,do,ph,orp,turb,chlor,ssc,alk,doc_r5,doc_awberc,toc_r5,toc_awberc,f,cl,br,no3,o_po4,so4,nh3_n,din,tkn,tdp,tp,al_diss,ca,cu_diss,fe_diss,mg,mn_diss,k,na,zn_diss,al_tr,cu_tr,fe_tr,mn_tr,zn_tr
ROA,7/19/07,20:33,storm,22.7,0.61,90.7,7.82,7.77,-120,58.9,12.9,47.5,120,13,,10.6,,,98.6,0.68,2.45,0.46,24.5,0.06,0.61,0.64,0.16,0.34,0.1,41.1,2.69,0.1,5.7,0,2.59,63.7,nd,3.59,4.72,2.5,0.11,16.1
ROA,7/20/07,0:33,storm,21.93,0.71,89.2,7.8,7.77,-114,30,9,19.09,140,13.9,,11.3,,,115,0.54,2.18,0.47,27.9,0.17,0.53,0.43,0.19,0.28,nd,50.1,2.4,0.03,7.11,0,2.73,73.9,5.67,1.52,2.86,1.18,0.06,10.2
ROA,11/29/07,,storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA,12/2/07,16:52,storm,,,,,,,,,212.5,120,15.2,,15.4,,,71.1,nd,1.69,0.65,48.5,nd,,1.57,0.21,0.83,5.09,55.7,5.9,6.05,8.57,0.29,3.83,52.8,57.2,u,u,0.03,0.01,0.03
ROA,12/2/07,18:52,storm,,,,,,,,,174.39,77,20.9,,11.2,,,22.2,nd,4.08,0.84,27.4,nd,,1.57,0.28,0.86,4,38.6,5.6,4.72,5.34,0.24,3.08,14,49.6,0.07,u,0.11,0.03,0.02
ROA,12/2/07,22:52,storm,,,,,,,,,44.39,110,16.3,,15.3,,,31.2,nd,7.68,0.63,38.5,nd,,1.06,0.26,0.35,1.8,48.3,2.4,1.81,6.41,0.07,2.55,20.3,40.1,0.05,u,0.08,0.02,0.03
ROA,12/3/07,6:22,storm,,,,,,,,,9.63,150,15.8,,16.3,,,43.2,nd,8.6,0.5,57.5,0.09,,0.72,0.15,0.22,0.83,66.9,1.4,0.75,9.16,0.03,2.63,34.7,38,u,u,0.04,0.01,0.03
ROA,2/26/08,0:00,storm,,,,,,,,,1.99,210,3.8,,3.4,,,677,0.11,4.72,0.28,88.9,nd,1.09,0.32,0.09,0.12,nd,133,5.2,nd,20.8,0,2.68,356,29.3,0.06,5.52,0.11,0.01,30.2
ROA,2/26/08,0:00,storm,,,,,,,,,13.32,180,4.7,,5,,,704,0.12,4.66,0.24,93,nd,1.06,0.36,0.09,0.16,nd,126,3.8,nd,20.4,0.01,2.81,364,24.9,0.64,5.05,0.76,0.03,34.5
ROA,2/26/08,0:00,storm,,,,,,,,,59.79,140,4.7,,6.6,,,671,0.1,4.5,0.24,62.9,nd,0.99,0.55,0.09,0.26,nd,97.8,4.2,0.03,15.7,0.01,2.52,360,25.8,1.83,7.16,2.13,0.09,41
ROA,2/26/08,0:00,storm,,,,,,,,,48.29,110,5.3,,6.6,,,424,0.06,4.38,0.29,44.3,nd,1,0.5,0.1,0.24,nd,70.7,4.5,0.05,9.5,0.02,2.03,213,19.3,2.14,6.92,2.04,0.07,35.7
ROA,2/26/08,0:00,storm,,,,,,,,,20.13,130,4.8,,6.2,,,254,0.04,5.92,0.32,43.2,nd,1.36,0.37,0.11,0.17,nd,66,3.6,0.08,8.56,0.01,1.85,147,19.8,1.19,4.9,1.14,0.03,28.4
ROA,3/27/08,2:00,storm,8.49,0.89,97,11.33,8.05,233,9.7,3.3,3.17,220,3.4,,2.5,,,133,0.04,1.39,0.19,83.9,nd,0.41,0.19,0.12,0.12,nd,99.3,3.8,0.02,14.7,0,2.19,89.9,nd,0.21,3.55,0.24,0.01,nd
ROA,3/27/08,3:30,storm,8.26,0.82,101.1,11.87,8.11,223,51,8.6,13.06,190,4.4,,3.5,,,146,0.04,1.68,0.23,75.3,nd,0.53,0.32,0.11,0.14,nd,90.9,3,nd,13.9,0,2.04,93.4,nd,0.51,7.83,0.6,0.02,nd
ROA,3/27/08,5:00,storm,7.85,0.38,103,12.23,8.1,208,221.8,22.7,9479.85,160,4.3,,4.1,,,126,0.03,2.26,0.24,61.9,0.07,0.53,0.77,0.14,0.43,nd,74.9,3.5,0.02,12.1,0.02,1.96,83.8,5.1,3.32,6.79,3.85,0.16,16.8
ROA,3/27/08,6:30,storm,7.5,0.33,102.6,12.29,7.96,218,123.7,15.5,168.1,83,7.8,,6.3,,,43.9,nd,2.41,0.46,24.6,nd,0.75,1.55,0.19,0.71,0.16,34.8,3.5,0.2,4.73,0.02,1.65,32.4,nd,7.73,9.14,7.35,0.18,29.3
ROA,3/27/08,9:30,storm,7.57,0.41,102.7,12.27,7.96,225,92.2,9.5,,100,8,,6.2,,,46,nd,3.44,0.41,29.9,,,1.14,0.18,0.42,0.09,42.6,3.6,0.14,5.53,0.01,1.73,34.1,7.1,3.97,6.44,3.66,0.07,14.5
ROA,4/29/08,18:30,storm,12.8,0.44,92.1,9.74,8.08,192,4.8,4.5,3.81,210,4.8,,5.8,,,110,0.05,1.62,0.33,89.1,0.13,0.33,0.26,0.16,0.15,nd,97.7,nd,0.02,17.8,0.01,2.63,70.8,7.9,0.15,2.78,0.23,0.02,8.33
ROA,4/29/08,20:00,storm,11.86,0.43,91.7,9.9,8,186,12.8,4.3,12.79,200,5.3,,6.3,,,104,0.04,2.07,0.32,79.4,0.16,0.43,0.25,0.13,0.18,0.05,91.6,2.8,0.02,16.6,0.01,2.97,78.3,9.9,0.35,2.47,0.48,0.03,9.21
ROA,4/29/08,21:30,storm,11.38,0.44,97.6,10.65,8.04,206,18.6,4.7,20.33,200,4.7,,6.7,,,107,0.05,1.96,0.28,81.8,0.38,0.43,0.26,0.11,0.18,0.08,91.8,nd,0.05,17.4,0,3.21,90.7,6.3,0.58,3.16,0.82,0.05,9.99
ROA,4/29/08,23:00,storm,11.24,0.44,96.8,10.61,8.02,212,11,6.2,12.71,200,5.3,,6.9,,,111,0.05,1.9,0.27,82.9,0.1,0.37,0.22,0.1,0.15,nd,90.9,2.3,0.06,17.4,0,2.76,78.7,7,0.32,2.49,0.49,0.04,11.3
ROA,4/29/08,5:00,storm,9.53,0.47,95.3,10.86,8,231,5.2,4.1,2.79,200,4.6,,5.4,,,119,0.05,2,0.23,82.4,0.07,0.41,0.19,0.1,0.13,0.03,93.5,1.6,0.02,17.4,0,2.51,82.3,7,0.14,2.07,0.25,0.02,7.25
ROA,7/8/08,22:00,storm,22.41,0.86,73.5,6.36,7.83,293,6.4,2.9,2.27,,4.4,,4.4,,,96.4,0.09,1.34,0.8,56,nd,0.26,0.51,0.17,0.2,0.02,74.6,1.4,0.09,12.3,0.02,3.36,70,7,0.31,1.66,0.26,3.54,5.85
ROA,7/9/08,10:00,storm,21.12,0.85,80.3,7.12,7.86,311,8.1,3.2,7.18,,4.7,,4.8,,,95.3,0.1,1.51,0.82,55.7,nd,0.28,0.57,0.19,0.22,nd,78.4,2.4,0.18,13,0.02,3.27,70.4,nd,0.4,2.92,0.4,0.03,nd
ROA,7/9/08,11:30,storm,21.16,0.82,76.3,6.77,7.8,266,933.8,45.1,33481.36,,5.8,,32.6,,,93.9,0.1,1.62,0.79,55.3,nd,0.3,3.22,0.21,2.99,0.69,76.6,3.5,0.77,12.7,0.05,3.6,69.6,7.9,24.5,28.9,35.6,1.05,146
ROA,7/9/08,13:00,storm,21.25,0.8,84.9,7.51,7.88,317,15.6,4.2,28.23,,5.3,,5.6,,,90.7,0.09,2.26,0.74,53.8,nd,0.31,0.59,0.2,0.29,nd,74.8,2.4,0.03,12.4,0.01,3.61,67.3,nd,1.03,3.04,1.17,0.05,12.5
ROA,7/9/08,14:30,storm,21.4,0.78,90.2,7.96,7.95,307,20.5,3.6,17.09,,4.7,,5,,,89.7,0.07,3.35,0.58,53.9,nd,0.34,0.5,0.2,0.26,nd,74.6,2.2,0.01,12.5,0.01,3.58,67.1,nd,0.75,3.17,0.83,0.04,6.69
ROA,11/13/08,21:00,storm,8.26,0.74,72.6,8.52,7.53,205,3.1,4.7,0,160,6.2,,6.6,,,84.2,0.07,0.06,0.64,83.5,0.05,nd,0.3,0.2,0.24,nd,68.3,2.6,0.03,13.4,0.01,4.86,62.7,9.4,0.2,3.59,0.24,0.02,11.5
ROA,11/13/08,1:30,storm,8.45,0.73,74.7,8.73,7.55,209,4.1,6,0,160,9.2,,9.4,,,82.3,0.06,nd,0.88,80.8,0.05,nd,nd,0.29,nd,nd,66.4,7,0.04,13.6,0.02,5.93,61.4,10.2,0.17,4.14,0.22,0.03,8.86
ROA,11/13/08,6:00,storm,8.72,0.75,80.9,9.39,7.63,214,5.9,6.9,0.53,160,8.2,,8.1,,,90.2,0.07,nd,0.86,79.6,nd,nd,0.94,0.28,nd,nd,66.7,7.2,0.04,13.5,0.02,5.8,67.5,8.9,0.22,9.23,0.27,0.03,8.29
ROA,12/9/08,14:30,storm,3.51,1.17,95,12.56,7.77,193,46.5,14.8,58.16,120,5.4,5,7.6,5.74,,240,0.07,2.93,0.64,69.3,0.59,0.66,1.56,0.21,0.43,nd,70.3,16.4,0.05,14.8,0.04,4.41,130,nd,1.71,5.04,1.94,0.24,nd
ROA,12/9/08,17:30,storm,5.33,1.51,91.8,11.57,7.76,232,11.5,14,9.41,100,7.7,6.36,8.3,7.26,,369,0.07,3.25,0.54,56.9,0.78,0.71,1.56,0.2,0.45,0.05,70.8,0,0.11,14.6,0.11,4.57,195,nd,0.5,4.52,0.52,0.13,nd
ROA,12/9/08,20:30,storm,5.7,1.32,89.8,11.21,7.73,243,6.1,11.4,4.12,89,6.1,5.5,7,6.28,,319,0.06,3.28,0.49,56.4,0.54,0.75,0.99,0.18,0.23,nd,67.4,4.6,0.06,13.9,0.06,4.25,173,nd,0.31,6.97,0.32,0.07,nd
ROA,12/10/08,4:00,storm,6.06,1.27,84.4,10.45,7.69,255,1.3,8.8,2.53,110,5.2,4.86,6.3,5.5,,290,0.05,3.61,0.46,61,0.51,0.85,0.9,0.25,0.2,nd,73,4.3,0.03,14.5,0.01,4.12,146,nd,0.12,2.57,0.16,0.02,nd
ROA,2/11/09,7:00,storm,6.04,1.39,97.4,12.06,7.83,207,101.6,23,97.28,110,7.7,8.11,13.5,7.21,,311,0.05,5.18,0.33,45.7,nd,1.2,1.4,0.13,0.53,0.07,65.2,2.4,0.12,9.26,0.02,2.39,191,15,4.01,6.03,4.24,0.24,45.3
ROA,2/11/09,13:00,storm,7.64,1.22,100.8,12,7.96,212,29.7,13.6,6.22,120,8.4,8.12,7.1,7.17,,252,0.05,6.14,0.3,45,nd,1.39,0.68,0.12,0.2,0.1,63.2,8.3,0.15,8.66,0.02,2.2,154,13.7,1.48,3.08,1.09,0.03,18.4
ROA,2/11/09,17:30,storm,7.46,1.01,95.3,11.4,7.9,206,53.8,16.2,29.88,110,9,9.16,9.8,7.88,,210,0.04,5.94,0.34,39.5,nd,1.31,0.85,0.15,0.3,0.15,54.3,1.5,0.2,7.42,0.02,2.02,125,13,2.18,3.71,2,0.08,27.6
ROA,2/11/09,19:00,storm,6.99,0.95,95.5,11.56,7.86,219,54.6,11.9,23.22,100,9.9,9.55,10.9,8.15,,194,0.03,6.02,0.36,37.6,nd,1.33,0.84,0.18,0.35,0.12,53.4,2.4,0.18,7.17,0.02,2.05,119,0.01,2.12,3.6,1.9,0.07,23.9
ROA,2/11/09,22:00,storm,6.65,0.95,95.6,11.67,7.84,226,40.7,9.9,13.4,110,9.3,9.21,9.5,7.88,,182,0.03,6.68,0.36,39.3,nd,1.44,0.71,1.56,0.26,0.16,55.1,2.2,0.2,7.37,0.02,2.03,113,12.8,2.07,2.93,1.62,0.04,19.9
ROA,3/18/09,21:00,storm,13.35,1.28,8.98,0.1,8.09,230,0.4,4.2,-6.05,210,,4.27,,3.83,,229,0.09,0.18,0.22,93.6,nd,23.5,0.74,0.03,0.21,0.05,83,3.1,0.01,18.2,0.01,3.16,138,19.9,0.1,3.36,0.08,0.02,20.8
ROA,3/18/09,22:30,storm,12.86,1.29,9.03,0.1,7.97,234,0.3,5.1,89.85,190,,5.4,,4.83,,51.4,0.08,0.72,0.24,81.5,nd,64,1.49,0.05,0.3,0.04,70.4,3.1,0.02,15.2,0.01,2.81,121,17.2,2.04,4.76,2.5,0.16,29.1
ROA,3/19/09,0:00,storm,12.26,1.25,9.4,0.18,7.92,209,5.9,7,53.35,170,,6.21,,5.47,,193,0.07,1.69,0.19,75.1,nd,26.4,1.48,0.03,0.45,0.06,60.7,3.1,0.04,14.5,0.03,2.54,113,14.7,1.79,4.3,1.92,0.15,28.1
ROA,3/19/09,1:30,storm,12.17,1.12,10.95,0.33,7.94,220,44.9,25.4,25.92,160,,7.05,,5.86,,168,0.06,1.82,0.17,74.4,nd,33.6,1.43,0.07,0.19,0.04,55.7,3.6,0.04,12.5,0.02,2.32,103,13.6,1.48,3.78,1.32,0.07,21
ROA,3/19/09,7:30,storm,10.36,1.02,10.64,0.15,7.63,255,12.9,10.6,2.62,180,,5.26,,5.15,,188,0.06,1.2,0.2,68.4,nd,25.6,1.11,0.03,0.09,0.05,2.8,2.8,0.02,14.1,0.01,2.3,110,14,0.42,3.29,0.38,0.02,16.9
ROA,4/28/09,12:30,storm,16.6,0.91,9.46,97.3,7.54,57,3.1,3.9,3.64,210,4,3.93,4,4.03,,117,0.06,4.46,0.49,91.6,0.06,1.08,0.73,0.16,0.16,0.03,91.3,1.6,0.01,17.9,0.01,3.11,82.8,21.4,0.13,nd,0.12,0.02,21
ROA,4/28/09,14:00,storm,16.83,0.91,9.29,96.1,7.62,57,2.8,3.4,3.27,210,3.8,3.9,3.5,3.75,,116,0.06,4.2,0.48,86.1,nd,1,0.61,0.16,0.14,0.13,94.3,1.76,0.12,18.4,0.02,3.21,85,22.1,0.04,1.5,0.01,0.01,20.6
ROA,4/28/09,17:00,storm,16.89,0.91,8.91,92.2,7.57,61,3.4,3.2,5.05,220,3.8,3.98,3.7,3.94,,117,0.06,3.66,0.51,84.9,nd,0.89,0.69,0.16,0.15,0.04,93.5,1.5,0.01,17.9,0.01,3.01,83.5,20.6,0.18,1.52,0.18,0.02,25.6
ROA,4/28/09,20:00,storm,16.87,0.91,8.37,86.6,7.56,59,6.5,3.8,34.74,220,3.7,3.83,3.4,3.66,,125,0.06,2.93,0.51,84.3,0.06,0.73,0.81,0.16,0.22,nd,91.2,1.5,0.01,17.8,0,3.07,81.4,21.5,0.79,2,0.95,0.06,25.2
ROA,4/28/09,21:30,storm,16.51,0.91,7.83,80.4,7.46,63,3.6,4.5,5.81,220,3.6,3.87,3.7,3.6,,121,0.07,2.62,0.48,84.9,0.29,0.66,0.75,0.16,0.15,0.06,95.6,3.4,0.01,18.3,0.01,3.1,84.5,20.4,0.18,2.08,0.2,0.02,23.2
ROA,5/26/09,16:00,storm,20.94,0.92,75.1,6.69,7.76,41,-36.8,-0.4,18.73,200,4.7,4.03,4.5,4.14,,109,0.08,1.67,0.61,71.5,nd,0.35,0.63,0.18,0.26,0.05,84.8,1.8,0.01,16.4,0.01,3.56,70.9,19.1,0.38,1.81,0.36,0.03,21.9
ROA,5/26/09,20:30,storm,20.24,0.86,72.7,6.57,7.91,35,-27.3,1,22.29,180,6.2,6.04,5.8,5.29,,98.6,0.07,1.78,0.66,63.4,nd,0.38,0.78,0.2,0.33,0.06,72.8,2.6,0.02,14.6,0.01,3.85,63.3,20.5,0.67,1.67,0.66,0.04,22.2
ROA,5/26/09,22:30,storm,19.76,0.93,79,7.2,7.81,43,-26.2,1.8,27.24,190,5.9,5.6,5.3,5.12,,112,0.07,1.87,0.59,67.7,nd,0.38,0.78,0.18,0.35,0.05,78.6,4.1,0.02,15.9,0.01,3.75,71.5,18.8,0.91,2.22,0.92,0.06,24.5
ROA,5/26/09,4:00,storm,18.99,0.95,73.8,6.83,7.81,47,-35.4,0.9,13.54,200,4.6,4.9,5,4.44,,119,0.08,1.66,0.59,70.7,nd,0.33,0.77,0.17,0.24,0.06,82.1,1.8,0.01,16.5,0.01,3.43,76.7,19.6,0.41,2.08,0.41,0.04,21.9
ROA,6/10/09,8:00,storm,18.84,0.89,70.3,6.53,8.65,109,11.2,5.2,8.97,200,4.3,3.93,4.1,4.15,,111,0.07,1.75,0.67,60.1,nd,0.4,0.53,0.25,0.23,nd,80.6,1.8,0.01,15.4,0.07,3.1,71.4,18.1,0.26,2.13,0.33,0.11,19.9
ROA,6/10/09,11:00,storm,18.71,0.64,90,8.38,8.8,109,257.3,40.4,321.53,140,7,6.39,6.5,5.67,,146,0.04,2.68,0.63,45.3,nd,0.55,2.25,0.22,1.02,0.03,53.3,2.4,0.03,11,0,3.34,47.1,15.2,7.48,11.3,10.9,0.83,68.9
ROA,6/10/09,14:00,storm,19.64,0.59,85.3,7.8,8.7,113,69.2,48.3,54.01,130,7.8,7.05,6.5,6.34,,72.2,0.04,2.01,0.54,41.3,nd,0.4,1.23,0.17,0.36,0.05,47.3,2.5,0.06,9.62,0,2.76,47.8,15.7,1.66,4.37,1.89,0.14,25.2
ROA,6/10/09,18:30,storm,20.07,0.67,81.4,7.38,8.68,115,39.7,25.4,33.22,140,7.1,6.4,6.6,5.98,,86.2,0.04,1.82,0.5,44.5,nd,0.36,0.82,0.17,0.27,0.03,53.6,2.7,0.04,11,0,2.75,57.5,15.9,1.12,3.39,1.19,0.09,23.2
ROA,6/10/09,23:00,storm,19.53,0.73,75.7,6.94,8.64,115,30.4,12,24.18,160,6.1,5.57,6,5.19,,91.6,0.05,1.77,0.54,47.6,nd,0.34,0.76,0.18,0.26,0.04,60.2,2.2,0.03,11.9,0,2.81,61.2,16.1,0.9,2.81,0.96,0.08,20.2
ROA,7/29/09,11:00,storm,20.18,0.67,102.2,9.24,8.22,126,45.8,22.2,41.44,150,6.5,6.84,6.3,5.69,,90.5,nd,1.2,0.49,34.8,nd,0.32,0.87,0.2,0.31,nd,54.8,4.2,0.05,9.41,0,2.98,67.6,7,0.96,5.68,1.44,0.13,12.9
ROA,7/29/09,15:30,storm,21.21,0.68,100.9,8.94,8.36,105,17.2,16.6,36.14,160,5.3,5.86,5.7,5.1,,85.6,nd,0.97,0.46,34,nd,0.26,0.7,0.19,0.26,nd,55,4.7,0.02,9.39,0,3,69.2,6.4,0.78,6.53,1.15,0.09,12.6
ROA,7/29/09,17:00,storm,21.8,0.39,101.1,8.86,8.18,107,262,51.3,253.52,100,7.1,7.7,7,6.43,,43.2,nd,1.17,0.47,23,nd,0.36,1.77,0.23,0.88,0.06,35.5,6.7,0.07,5.68,0,2.54,37.5,7.5,7.24,14.4,11,0.54,59
ROA,7/29/09,20:00,storm,21.51,0.48,99.1,8.73,8.17,113,88,22.2,79.48,130,6.1,6.94,6.3,5.84,,56.7,nd,1.54,0.52,24.3,nd,0.43,1.11,0.17,0.39,0.04,43.5,5.2,0.06,6.87,0,2.62,49.1,nd,2.34,9.9,3.13,0.13,22.1
ROA,7/30/09,3:30,storm,20.15,0.66,95.2,8.62,8.16,118,20.3,8.3,16.96,170,4.8,5.53,5.5,5.01,,84.8,nd,1.34,0.5,33.4,nd,0.36,0.61,0.19,0.21,nd,58.7,6.5,0.03,9.65,0.01,3.02,74.1,nd,0.52,7.46,0.7,0.05,9.08
ROA,10/8/09,11:00,storm,,,,,,,,,763.8,130,8,7.94,25.5,6.28,,67.1,nd,1.21,0.8,39.1,nd,0.32,3.99,0.33,2.73,0.05,45.8,3.4,0.08,7.38,0,3.63,52.6,nd,12.9,27.5,21.5,2.31,130
ROA,10/8/09,19:00,storm,13.25,0.34,88.4,9.25,7.75,133,309.6,53,72.68,130,7.1,6.66,15.2,6.48,,31.2,nd,2,0.59,33,nd,0.51,1.04,0.22,0.51,0.05,46.4,2.5,0.08,7.02,0.02,3.34,36.8,nd,2.11,4.09,2.76,0.15,19.2
ROA,10/9/09,3:00,storm,13.32,0.28,87,9.1,7.64,129,259,42.1,620.69,67,8.8,7.83,32,8,,15,nd,2.1,0.81,12.3,nd,0.53,2.54,0.29,1.97,0.17,22.9,3,0.22,3.07,0.01,3.3,11.2,nd,11.3,18.8,17,0.72,84.1
ROA,10/9/09,9:00,storm,13.88,0.32,90.4,9.33,7.72,136,146.9,33.5,286.7,82,10.1,9.42,24.2,9.14,,14.7,nd,3.17,0.87,14.2,nd,0.72,1.77,0.37,1.28,0.63,28.9,6.1,0.74,3.64,0.02,3.45,12.1,8.5,6.65,13.1,8.81,0.29,43.7
ROA,12/8/09,11:00,storm,,,,,,,,,-2.16,270,,4.22,,3.87,0.3,122,nd,0.54,n,109,nd,0.13,0.81,0.13,0.15,0.07,126,2.2,0.01,23.4,0.03,3.16,73.9,27.8,nd,nd,nd,0.03,nd
ROA,12/8/09,19:00,storm,4.09,1.07,103.5,13.49,7.82,93,245.4,36.6,426.47,140,,10.01,,11.32,0.26,156,nd,0.48,1.01,48.5,nd,0.19,3.77,0.45,2.28,0.08,70,2.3,0.1,11.8,0.03,3.89,76.5,23.1,7.5,1.5,11.5,1.13,84.8
ROA,12/9/09,3:00,storm,5.86,0.42,101.4,12.65,7.76,88,65.4,20,37.25,130,,11.38,,10.24,0.24,48.6,nd,4.1,0.93,34.9,nd,1.06,0.91,0.38,0.72,0.25,54.3,4.9,0.3,7.39,0.04,3.51,27.5,18.1,2.25,7.13,2.44,0.11,nd
ROA,12/9/09,9:00,storm,6.49,0.45,100.8,12.38,7.81,87,59.7,23,30.39,140,,10.81,,9.83,0.24,46.9,nd,3.56,0.87,37.7,0.5,0.86,0.81,0.34,0.52,0.26,57.9,3.3,0.31,8,0.03,3.43,27.6,19.4,2.08,nd,2.12,0.08,nd
ROA,4/8/10,18:00,storm,17.89,1.03,91.5,8.65,8.39,21,0.7,4.9,39.36,300,,3.95,,4.33,,196,nd,0.28,n,115,nd,nd,0.68,0.1,0.08,0.1,130,3,nd,23.2,0.02,2.85,120,15.5,0.13,6.06,0.05,0.02,15.9
ROA,4/9/10,1:30,storm,14.75,1.1,77.7,7.85,8.14,20,1.6,6,,250,,7.57,,6.13,,163,nd,1.11,n,86.9,nd,0.25,1.22,0.11,0.3,0.1,99.9,5.2,0.02,17.5,0.03,2.78,98.7,20.2,1.08,7.17,1.45,0.11,28.3
ROA,4/9/10,4:30,storm,14.11,1.11,78.2,8.02,8.16,18,1.5,4.4,,220,,9.77,,7.86,,170,nd,1.38,n,69.8,nd,0.36,1.34,0.06,0.31,0.1,84.4,4.9,0.04,14.7,0.03,2.38,104,15.5,1.87,7.02,2.22,0.14,29.2
ROA,4/9/10,7:30,storm,13.57,1.12,78.9,8.18,8.16,19,2,5.1,,200,,13.36,,10.35,,142,nd,1.28,0.43,58.8,nd,0.31,1.53,0.12,0.7,,0.16,4.3,0.16,12.1,0.03,2.29,90.4,17.4,4.93,10.6,6.54,0.32,49.3
URB,4/19/05,11:23,base,15.21,1.7,115.7,11.55,8.08,297,4.8,,8,310,15.1,,nd,,,273,0.13,0.21,0.37,95.8,,,,0.11,,nd,161,nd,nd,30.5,0.01,5,162,nd,0.33,nd,0.4,0.03,nd
URB,5/26/05,12:17,base,15.26,0.74,81.8,8.18,7.99,285,2.8,,1.67,320,20,,26,,,261,0.15,2.01,0.61,160,nd,0.48,0.32,0.18,0.18,nd,157,nd,nd,30.8,0.07,4.5,161,nd,0.12,nd,0.15,0.07,nd
URB,6/21/05,11:27,base,17.8,1.78,84.4,7.98,7.77,270,3.4,,6,310,4.2,,4.4,,,310,0.16,1.44,0.63,156,0.32,0.99,0.23,0.2,0.21,nd,153,nd,0.03,29.5,0.07,5.05,175,nd,0.23,nd,0.24,0.08,nd
URB,7/26/05,9:37,base,24.6,1.82,51.1,4.23,7.44,199,2,,12.8,290,13,,15,,,326,0.16,0.68,0.92,113,nd,0.23,1.29,0.23,0.22,nd,126,nd,nd,23.5,0.24,6.09,199,nd,0.16,nd,0.2,0.25,nd
URB,8/16/05,9:23,base,23,2.18,78.3,6.67,7.77,188,17.3,,1.67,290,15,,22,,,412,0.47,0.02,0.67,86.2,nd,0.01,0.53,0.19,0.22,nd,119,nd,nd,23,0.11,6.85,266,nd,0.15,nd,0.21,0.17,nd
URB,9/22/05,12:21,base,18.6,1.63,65.9,6.13,7.7,226,2.5,,1.67,260,17,,20,,,282,0.12,0.36,1.05,37.8,nd,0.1,0.51,0.33,0.35,nd,94.6,2.94,0.02,18.2,0.12,5.36,198,15.9,0.13,3.16,0.18,0.13,16.1
URB,10/31/05,10:35,base,7.84,1.74,59.1,6.99,7.54,241,3.8,,1.67,260,19,,19,,,272,0.13,1,0.93,115,nd,0.22,0.23,0.23,0.26,nd,114,nd,0.02,22.9,0.03,5.56,206,nd,0.1,nd,0.08,0.04,nd
URB,2/9/06,10:28,base,0.65,1.52,89.6,12.79,7.73,248,2.9,,1.67,280,9.6,,19,,,233,0.1,1.13,0.24,161,nd,0.26,0.23,0.06,0.09,nd,155,2.9,nd,32.3,0.01,2.5,133,15,nd,3.03,0.03,0.01,10.8
URB,3/20/06,9:10,base,3.91,1.49,99.5,13.01,7.44,277,2.2,,1.67,290,10.4,,14.7,,,195,0.11,0.53,0.31,148,0.56,0.13,0.27,0.06,0.14,nd,150,2.67,nd,29.7,0.02,2.83,128,11.7,0.07,2.66,0.09,0.02,13.6
URB,5/9/06,9:35,base,12.17,1.55,64.5,6.89,7.74,279,5,,1.67,330,20.2,,22.4,,,200,0.12,1.1,0.53,167,nd,0.28,0.27,0.21,0.24,nd,146,2.67,nd,28.7,0.05,3.33,120,17,0.12,2.29,0.15,0.06,16.9
URB,6/6/06,11:19,base,15.02,1.45,52,5.22,7.65,153,0,,15.6,330,13.6,,19.2,,,254,0.13,0.65,0.77,129,nd,0.14,0.31,0.22,0.26,nd,130,nd,nd,26,0.09,4.16,138,14.9,0.16,1.84,0.14,0.09,15.8
URB,7/10/06,12:06,base,20.9,1.77,36.6,3.22,7.37,-3,6.2,,1.67,270,7.3,,18.5,,,330,0.16,0,0.85,54.2,nd,0.01,0.47,0.24,0.26,nd,106,2.22,0.03,26.5,0.31,6.28,210,18.4,0.04,1.43,0.11,0.29,41
URB,8/8/06,11:29,base,24.01,1.74,31.4,2.63,7.68,266,0,,1.67,310,13.2,,17.7,,,302,0.13,0.06,1.44,55.8,0.12,0.16,1.18,0.51,0.63,nd,112,nd,0.06,21,0.88,6.08,199,16.3,0.07,nd,0.41,0.94,16.7
URB,9/5/06,11:46,base,17.47,1.63,63.6,6.06,7.73,112.7,3.1,,nd,270,32.6,,32.7,,,311,0.44,0.73,0.88,119,nd,0.14,0.48,0.3,0.28,0.03,115,nd,nd,22.2,0.24,5.56,195,33.6,0.15,nd,0.17,0.26,33.3
URB,10/16/06,10:30,base,9,1.57,64.3,7.36,7.87,340,6,,5.4,280,17.4,,24.8,,,249,0.38,0.17,0.72,138,nd,0.04,0.32,0.26,0.3,nd,118,nd,0.03,23.8,0.08,4.97,164,51.3,0.23,nd,0.21,0.09,53.5
URB,11/13/06,10:40,base,7.48,1.34,73,8.75,7.91,338,1.6,,nd,320,25.8,,30.4,,,144,0.12,nd,0.66,157,nd,4.23,0.4,0.22,0.21,nd,142,nd,0.02,29.3,0.02,3.9,93.3,74.6,nd,nd,0.07,0.03,76.1
URB,12/5/06,11:15,base,0.58,1.17,96,13.7,8.04,336,22.7,,nd,310,30,,37.3,,,124,0.1,1.82,0.69,156,0.49,0.55,2.78,0.41,0.35,nd,134,1.55,0.02,27.7,0.02,3.56,68.2,70.1,0.09,nd,0.14,0.03,73.4
URB,1/10/07,10:50,base,1.76,1.07,95,13.2,8.02,330,5,,10.61,290,35.2,,25.5,,,105,0.07,1.7,0.41,116,nd,0.38,0.33,0.12,0.5,nd,128,nd,0.02,22.7,0.01,2.33,61.7,59.6,0.14,nd,0.14,0.01,62.9
